username,email,mobile,password,fullName,role
art_s2_admin,art_s2_admin@bikrikendra.com,9000000216,Admin@123,ART Shop2 Admin,ADMIN
art_s2_supervisor,art_s2_supervisor@bikrikendra.com,9000000217,Admin@123,ART Shop2 Shop Supervisor,SHOP_SUPERVISOR
art_s2_bo,art_s2_bo@bikrikendra.com,9000000218,Admin@123,ART Shop2 Billing Operator,BILLING_OPERATOR
art_s2_cashier1,art_s2_cashier1@bikrikendra.com,9000000219,Admin@123,ART Shop2 Cashier,CASHIER
art_s2_cashier2,art_s2_cashier2@bikrikendra.com,9000000220,Admin@123,ART Shop2 Cashier,CASHIER
psm_s1_admin,psm_s1_admin@bikrikendra.com,9000000221,Admin@123,PSM Shop1 Admin,ADMIN
psm_s1_supervisor,psm_s1_supervisor@bikrikendra.com,9000000222,Admin@123,PSM Shop1 Shop Supervisor,SHOP_SUPERVISOR
psm_s1_bo,psm_s1_bo@bikrikendra.com,9000000223,Admin@123,PSM Shop1 Billing Operator,BILLING_OPERATOR
psm_s1_cashier1,psm_s1_cashier1@bikrikendra.com,9000000224,Admin@123,PSM Shop1 Cashier,CASHIER
psm_s1_cashier2,psm_s1_cashier2@bikrikendra.com,9000000225,Admin@123,PSM Shop1 Cashier,CASHIER
psm_s2_admin,psm_s2_admin@bikrikendra.com,9000000226,Admin@123,PSM Shop2 Admin,ADMIN
psm_s2_supervisor,psm_s2_supervisor@bikrikendra.com,9000000227,Admin@123,PSM Shop2 Shop Supervisor,SHOP_SUPERVISOR
psm_s2_bo,psm_s2_bo@bikrikendra.com,9000000228,Admin@123,PSM Shop2 Billing Operator,BILLING_OPERATOR
psm_s2_cashier1,psm_s2_cashier1@bikrikendra.com,9000000229,Admin@123,PSM Shop2 Cashier,CASHIER
psm_s2_cashier2,psm_s2_cashier2@bikrikendra.com,9000000230,Admin@123,PSM Shop2 Cashier,CASHIER
ast_s1_admin,ast_s1_admin@bikrikendra.com,9000000231,Admin@123,AST Shop1 Admin,ADMIN
ast_s1_supervisor,ast_s1_supervisor@bikrikendra.com,9000000232,Admin@123,AST Shop1 Shop Supervisor,SHOP_SUPERVISOR
ast_s1_bo,ast_s1_bo@bikrikendra.com,9000000233,Admin@123,AST Shop1 Billing Operator,BILLING_OPERATOR
ast_s1_cashier1,ast_s1_cashier1@bikrikendra.com,9000000234,Admin@123,AST Shop1 Cashier,CASHIER
ast_s1_cashier2,ast_s1_cashier2@bikrikendra.com,9000000235,Admin@123,AST Shop1 Cashier,CASHIER
ast_s2_admin,ast_s2_admin@bikrikendra.com,9000000236,Admin@123,AST Shop2 Admin,ADMIN
ast_s2_supervisor,ast_s2_supervisor@bikrikendra.com,9000000237,Admin@123,AST Shop2 Shop Supervisor,SHOP_SUPERVISOR
ast_s2_bo,ast_s2_bo@bikrikendra.com,9000000238,Admin@123,AST Shop2 Billing Operator,BILLING_OPERATOR
ast_s2_cashier1,ast_s2_cashier1@bikrikendra.com,9000000239,Admin@123,AST Shop2 Cashier,CASHIER
ast_s2_cashier2,ast_s2_cashier2@bikrikendra.com,9000000240,Admin@123,AST Shop2 Cashier,CASHIER
iti_s1_admin,iti_s1_admin@bikrikendra.com,9000000241,Admin@123,ITI Shop1 Admin,ADMIN
iti_s1_supervisor,iti_s1_supervisor@bikrikendra.com,9000000242,Admin@123,ITI Shop1 Shop Supervisor,SHOP_SUPERVISOR
iti_s1_bo,iti_s1_bo@bikrikendra.com,9000000243,Admin@123,ITI Shop1 Billing Operator,BILLING_OPERATOR
iti_s1_cashier1,iti_s1_cashier1@bikrikendra.com,9000000244,Admin@123,ITI Shop1 Cashier,CASHIER
iti_s1_cashier2,iti_s1_cashier2@bikrikendra.com,9000000245,Admin@123,ITI Shop1 Cashier,CASHIER
iti_s2_admin,iti_s2_admin@bikrikendra.com,9000000246,Admin@123,ITI Shop2 Admin,ADMIN
iti_s2_supervisor,iti_s2_supervisor@bikrikendra.com,9000000247,Admin@123,ITI Shop2 Shop Supervisor,SHOP_SUPERVISOR
iti_s2_bo,iti_s2_bo@bikrikendra.com,9000000248,Admin@123,ITI Shop2 Billing Operator,BILLING_OPERATOR
iti_s2_cashier1,iti_s2_cashier1@bikrikendra.com,9000000249,Admin@123,ITI Shop2 Cashier,CASHIER
iti_s2_cashier2,iti_s2_cashier2@bikrikendra.com,9000000250,Admin@123,ITI Shop2 Cashier,CASHIER
